ID	Gene Name	Species	ENTREZ_GENE_ID
PSMD4	proteasome (prosome, macropain) 26S subunit, non-ATPase, 4	Homo sapiens	5710,
PSMD5	proteasome (prosome, macropain) 26S subunit, non-ATPase, 5	Homo sapiens	5711,
PSMD6	proteasome (prosome, macropain) 26S subunit, non-ATPase, 6	Homo sapiens	9861,
PSMD7	proteasome (prosome, macropain) 26S subunit, non-ATPase, 7	Homo sapiens	5713,
PSMD8	proteasome (prosome, macropain) 26S subunit, non-ATPase, 8	Homo sapiens	5714,
PSMD9	proteasome (prosome, macropain) 26S subunit, non-ATPase, 9	Homo sapiens	5715,
PSME1	proteasome (prosome, macropain) activator subunit 1 (PA28 alpha)	Homo sapiens	5720,
PSME2	proteasome (prosome, macropain) activator subunit 2 (PA28 beta)	Homo sapiens	5721,
PSME3	proteasome (prosome, macropain) activator subunit 3 (PA28 gamma; Ki)	Homo sapiens	10197,
PSMG2	proteasome (prosome, macropain) assembly chaperone 2	Homo sapiens	56984,
PSMF1	proteasome (prosome, macropain) inhibitor subunit 1 (PI31)	Homo sapiens	9491,
PSMA1	proteasome (prosome, macropain) subunit, alpha type, 1	Homo sapiens	5682,
PSMA2	proteasome (prosome, macropain) subunit, alpha type, 2	Homo sapiens	5683,
PSMA3	proteasome (prosome, macropain) subunit, alpha type, 3	Homo sapiens	5684,
PSMA4	proteasome (prosome, macropain) subunit, alpha type, 4	Homo sapiens	5685,
PSMA5	proteasome (prosome, macropain) subunit, alpha type, 5	Homo sapiens	5686,
PSMA6	proteasome (prosome, macropain) subunit, alpha type, 6	Homo sapiens	5687,
PSMA7	proteasome (prosome, macropain) subunit, alpha type, 7	Homo sapiens	5688,
PSMB1	proteasome (prosome, macropain) subunit, beta type, 1	Homo sapiens	5689,
PSMB10	proteasome (prosome, macropain) subunit, beta type, 10	Homo sapiens	5699,
PSMB2	proteasome (prosome, macropain) subunit, beta type, 2	Homo sapiens	5690,
PSMB3	proteasome (prosome, macropain) subunit, beta type, 3	Homo sapiens	5691,
PSMB4	proteasome (prosome, macropain) subunit, beta type, 4	Homo sapiens	5692,
PSMB5	proteasome (prosome, macropain) subunit, beta type, 5	Homo sapiens	5693,
PSMB6	proteasome (prosome, macropain) subunit, beta type, 6	Homo sapiens	5694,
PSMB7	proteasome (prosome, macropain) subunit, beta type, 7	Homo sapiens	5695,
PSMB8	proteasome (prosome, macropain) subunit, beta type, 8 (large multifunctional peptidase 7)	Homo sapiens	5696,
PSMB9	proteasome (prosome, macropain) subunit, beta type, 9 (large multifunctional peptidase 2)	Homo sapiens	5698,
POMP	proteasome maturation protein	Homo sapiens	51371,
PIN4	protein (peptidylprolyl cis/trans isomerase) NIMA-interacting, 4 (parvulin)	Homo sapiens	5303,
PROC	protein C (inactivator of coagulation factors Va and VIIIa)	Homo sapiens	5624,
PROCR	protein C receptor, endothelial (EPCR)	Homo sapiens	10544,
POFUT1	protein O-fucosyltransferase 1	Homo sapiens	23509,
PROS1	protein S (alpha)	Homo sapiens	5627,
PROZ	protein Z, vitamin K-dependent plasma glycoprotein	Homo sapiens	8858,
PRMT1	protein arginine methyltransferase 1	Homo sapiens	3276,
PRMT2	protein arginine methyltransferase 2	Homo sapiens	3275,
PRMT3	protein arginine methyltransferase 3	Homo sapiens	10196,
PRMT5	protein arginine methyltransferase 5	Homo sapiens	10419,
PRMT6	protein arginine methyltransferase 6	Homo sapiens	55170,
PRMT8	protein arginine methyltransferase 8	Homo sapiens	56341,
PDIA2	protein disulfide isomerase family A, member 2	Homo sapiens	64714,
PDIA3	protein disulfide isomerase family A, member 3	Homo sapiens	2923,
PDIA4	protein disulfide isomerase family A, member 4	Homo sapiens	9601,
PDIA5	protein disulfide isomerase family A, member 5	Homo sapiens	10954,
PDIA6	protein disulfide isomerase family A, member 6	Homo sapiens	10130,
PDILT	protein disulfide isomerase-like, testis expressed	Homo sapiens	204474,
PGGT1B	protein geranylgeranyltransferase type I, beta subunit	Homo sapiens	5229,
PIAS1	protein inhibitor of activated STAT, 1	Homo sapiens	8554,
PIAS2	protein inhibitor of activated STAT, 2	Homo sapiens	9063,
PIAS3	protein inhibitor of activated STAT, 3	Homo sapiens	10401,
PIAS4	protein inhibitor of activated STAT, 4	Homo sapiens	51588,
PICK1	protein interacting with PRKCA 1	Homo sapiens	9463,
PROCA1	protein interacting with cyclin A1	Homo sapiens	147011,
PKIA	protein kinase (cAMP-dependent, catalytic) inhibitor alpha	Homo sapiens	5569,
PKIB	protein kinase (cAMP-dependent, catalytic) inhibitor beta	Homo sapiens	5570,
PKIG	protein kinase (cAMP-dependent, catalytic) inhibitor gamma	Homo sapiens	11142,
PACSIN1	protein kinase C and casein kinase substrate in neurons 1	Homo sapiens	29993,
PACSIN2	protein kinase C and casein kinase substrate in neurons 2	Homo sapiens	11252,
PACSIN3	protein kinase C and casein kinase substrate in neurons 3	Homo sapiens	29763,
PRKCSH	protein kinase C substrate 80K-H	Homo sapiens	5589,
PRKCA	protein kinase C, alpha	Homo sapiens	5578,
PRKCB	protein kinase C, beta	Homo sapiens	5579,
PRKCD	protein kinase C, delta	Homo sapiens	5580,
PRKCE	protein kinase C, epsilon	Homo sapiens	5581,
PRKCH	protein kinase C, eta	Homo sapiens	5583,
PRKCG	protein kinase C, gamma	Homo sapiens	5582,
PRKCI	protein kinase C, iota	Homo sapiens	5584,
PRKCQ	protein kinase C, theta	Homo sapiens	5588,
PRKCZ	protein kinase C, zeta	Homo sapiens	5590,
CHEK2	protein kinase CHK2-like; CHK2 checkpoint homolog (S. pombe); similar to hCG1983233	Homo sapiens	100133012,11200,646096,
PRKD1	protein kinase D1	Homo sapiens	5587,
PRKD2	protein kinase D2	Homo sapiens	25865,
PRKD3	protein kinase D3	Homo sapiens	23683,
PKN1	protein kinase N1	Homo sapiens	5585,
PKN2	protein kinase N2	Homo sapiens	5586,
PKN3	protein kinase N3	Homo sapiens	29941,
PRKAA1	protein kinase, AMP-activated, alpha 1 catalytic subunit	Homo sapiens	5562,
PRKAA2	protein kinase, AMP-activated, alpha 2 catalytic subunit	Homo sapiens	5563,
PRKAB1	protein kinase, AMP-activated, beta 1 non-catalytic subunit	Homo sapiens	5564,
PRKAB2	protein kinase, AMP-activated, beta 2 non-catalytic subunit	Homo sapiens	5565,
PRKAG1	protein kinase, AMP-activated, gamma 1 non-catalytic subunit	Homo sapiens	5571,
PRKAG2	protein kinase, AMP-activated, gamma 2 non-catalytic subunit	Homo sapiens	51422,
PRKAG3	protein kinase, AMP-activated, gamma 3 non-catalytic subunit	Homo sapiens	53632,
PRKX	protein kinase, X-linked	Homo sapiens	5613,
PRKACA	protein kinase, cAMP-dependent, catalytic, alpha	Homo sapiens	5566,
PRKACB	protein kinase, cAMP-dependent, catalytic, beta	Homo sapiens	5567,
PRKAR1A	protein kinase, cAMP-dependent, regulatory, type I, alpha (tissue specific extinguisher 1)	Homo sapiens	5573,
PRKAR1B	protein kinase, cAMP-dependent, regulatory, type I, beta	Homo sapiens	5575,
PRKAR2A	protein kinase, cAMP-dependent, regulatory, type II, alpha	Homo sapiens	5576,
PRKAR2B	protein kinase, cAMP-dependent, regulatory, type II, beta	Homo sapiens	5577,
PRKG1	protein kinase, cGMP-dependent, type I	Homo sapiens	5592,
PRKG2	protein kinase, cGMP-dependent, type II	Homo sapiens	5593,
PRKRA	protein kinase, interferon-inducible double stranded RNA dependent activator	Homo sapiens	8575,
PKMYT1	protein kinase, membrane associated tyrosine/threonine 1	Homo sapiens	9088,
PPM1L	protein phosphatase 1 (formerly 2C)-like	Homo sapiens	151742,
PPP1CA	protein phosphatase 1, catalytic subunit, alpha isoform	Homo sapiens	5499,
PPP1CB, SPDYA	protein phosphatase 1, catalytic subunit, beta isoform; speedy homolog A (Xenopus laevis)	Homo sapiens	245711,5500,
PPP1CC	protein phosphatase 1, catalytic subunit, gamma isoform	Homo sapiens	5501,
PPP1R10	protein phosphatase 1, regulatory (inhibitor) subunit 10	Homo sapiens	5514,
PPP1R11	protein phosphatase 1, regulatory (inhibitor) subunit 11	Homo sapiens	6992,
PPP1R12A	protein phosphatase 1, regulatory (inhibitor) subunit 12A	Homo sapiens	4659,
PPP1R12B	protein phosphatase 1, regulatory (inhibitor) subunit 12B	Homo sapiens	4660,
PPP1R12C	protein phosphatase 1, regulatory (inhibitor) subunit 12C	Homo sapiens	54776,
PPP1R13L	protein phosphatase 1, regulatory (inhibitor) subunit 13 like	Homo sapiens	10848,
PPP1R13B	protein phosphatase 1, regulatory (inhibitor) subunit 13B	Homo sapiens	23368,
PPP1R14A	protein phosphatase 1, regulatory (inhibitor) subunit 14A	Homo sapiens	94274,
PPP1R15A	protein phosphatase 1, regulatory (inhibitor) subunit 15A	Homo sapiens	23645,
PPP1R15B	protein phosphatase 1, regulatory (inhibitor) subunit 15B	Homo sapiens	84919,
PPP1R16A	protein phosphatase 1, regulatory (inhibitor) subunit 16A	Homo sapiens	84988,
PPP1R1A	protein phosphatase 1, regulatory (inhibitor) subunit 1A	Homo sapiens	5502,
PPP1R1B	protein phosphatase 1, regulatory (inhibitor) subunit 1B	Homo sapiens	84152,
PPP1R2	protein phosphatase 1, regulatory (inhibitor) subunit 2	Homo sapiens	5504,
PPP1R2P9	protein phosphatase 1, regulatory (inhibitor) subunit 2 pseudogene 9	Homo sapiens	80316,
PPP1R3A	protein phosphatase 1, regulatory (inhibitor) subunit 3A	Homo sapiens	5506,
PPP1R3B	protein phosphatase 1, regulatory (inhibitor) subunit 3B	Homo sapiens	79660,
PPP1R3D	protein phosphatase 1, regulatory (inhibitor) subunit 3D	Homo sapiens	5509,
PPP1R8	protein phosphatase 1, regulatory (inhibitor) subunit 8	Homo sapiens	5511,
PPP1R9A	protein phosphatase 1, regulatory (inhibitor) subunit 9A	Homo sapiens	55607,
PPP1R9B	protein phosphatase 1, regulatory (inhibitor) subunit 9B	Homo sapiens	84687,
PPM1A	protein phosphatase 1A (formerly 2C), magnesium-dependent, alpha isoform	Homo sapiens	5494,
PPM1B	protein phosphatase 1B (formerly 2C), magnesium-dependent, beta isoform	Homo sapiens	5495,
PPM1D	protein phosphatase 1D magnesium-dependent, delta isoform	Homo sapiens	8493,
PPM1E	protein phosphatase 1E (PP2C domain containing)	Homo sapiens	22843,
PPM1F	protein phosphatase 1F (PP2C domain containing)	Homo sapiens	9647,
PPM1G	protein phosphatase 1G (formerly 2C), magnesium-dependent, gamma isoform	Homo sapiens	5496,
PPM1J	protein phosphatase 1J (PP2C domain containing)	Homo sapiens	333926,
PPP2CA	protein phosphatase 2 (formerly 2A), catalytic subunit, alpha isoform	Homo sapiens	5515,
PPP2CB	protein phosphatase 2 (formerly 2A), catalytic subunit, beta isoform	Homo sapiens	5516,
PPP2R1A	protein phosphatase 2 (formerly 2A), regulatory subunit A, alpha isoform	Homo sapiens	5518,
PPP2R1B	protein phosphatase 2 (formerly 2A), regulatory subunit A, beta isoform	Homo sapiens	5519,
PPP2R3A	protein phosphatase 2 (formerly 2A), regulatory subunit B'', alpha	Homo sapiens	5523,
PPP2R3B	protein phosphatase 2 (formerly 2A), regulatory subunit B'', beta	Homo sapiens	28227,
PPP2R2A	protein phosphatase 2 (formerly 2A), regulatory subunit B, alpha isoform	Homo sapiens	5520,
PPP2R2B	protein phosphatase 2 (formerly 2A), regulatory subunit B, beta isoform	Homo sapiens	5521,
PPP2R5A	protein phosphatase 2, regulatory subunit B', alpha isoform	Homo sapiens	5525,
PPP2R5B	protein phosphatase 2, regulatory subunit B', beta isoform	Homo sapiens	5526,
PPP2R5D	protein phosphatase 2, regulatory subunit B', delta isoform	Homo sapiens	5528,
PPP2R5E	protein phosphatase 2, regulatory subunit B', epsilon isoform	Homo sapiens	5529,
PPP2R5C	protein phosphatase 2, regulatory subunit B', gamma isoform	Homo sapiens	5527,
PPP2R2D	protein phosphatase 2, regulatory subunit B, delta isoform	Homo sapiens	55844,
PPP2R4	protein phosphatase 2A activator, regulatory subunit 4	Homo sapiens	5524,
PPP3CA	protein phosphatase 3 (formerly 2B), catalytic subunit, alpha isoform	Homo sapiens	5530,
PPP3CB	protein phosphatase 3 (formerly 2B), catalytic subunit, beta isoform	Homo sapiens	5532,
PPP3CC	protein phosphatase 3 (formerly 2B), catalytic subunit, gamma isoform	Homo sapiens	5533,
PPP3R1	protein phosphatase 3 (formerly 2B), regulatory subunit B, alpha isoform	Homo sapiens	5534,
PPP3R2	protein phosphatase 3 (formerly 2B), regulatory subunit B, beta isoform	Homo sapiens	5535,
PPP4C	protein phosphatase 4 (formerly X), catalytic subunit	Homo sapiens	5531,
PPP4R1	protein phosphatase 4, regulatory subunit 1	Homo sapiens	9989,
PPP4R2	protein phosphatase 4, regulatory subunit 2	Homo sapiens	151987,
PPP4R4	protein phosphatase 4, regulatory subunit 4	Homo sapiens	57718,
PPP5C	protein phosphatase 5, catalytic subunit	Homo sapiens	5536,
PPP6C	protein phosphatase 6, catalytic subunit	Homo sapiens	5537,
PPEF1	protein phosphatase, EF-hand calcium binding domain 1	Homo sapiens	5475,
PPEF2	protein phosphatase, EF-hand calcium binding domain 2	Homo sapiens	5470,
PRC1	protein regulator of cytokinesis 1	Homo sapiens	9055,
PSKH1	protein serine kinase H1	Homo sapiens	5681,
PTP4A1	protein tyrosine phosphatase type IVA, member 1	Homo sapiens	7803,
PTP4A2	protein tyrosine phosphatase type IVA, member 2	Homo sapiens	8073,
PTP4A3	protein tyrosine phosphatase type IVA, member 3	Homo sapiens	11156,
PTPN1	protein tyrosine phosphatase, non-receptor type 1	Homo sapiens	5770,
PTPN11	protein tyrosine phosphatase, non-receptor type 11; similar to protein tyrosine phosphatase, non-receptor type 11	Homo sapiens	344593,442113,5781,
PTPN12	protein tyrosine phosphatase, non-receptor type 12	Homo sapiens	5782,
PTPN13	protein tyrosine phosphatase, non-receptor type 13 (APO-1/CD95 (Fas)-associated phosphatase)	Homo sapiens	5783,
PTPN14	protein tyrosine phosphatase, non-receptor type 14	Homo sapiens	5784,
PTPN18	protein tyrosine phosphatase, non-receptor type 18 (brain-derived)	Homo sapiens	26469,
PTPN2	protein tyrosine phosphatase, non-receptor type 2	Homo sapiens	5771,
PTPN21	protein tyrosine phosphatase, non-receptor type 21	Homo sapiens	11099,
PTPN22	protein tyrosine phosphatase, non-receptor type 22 (lymphoid)	Homo sapiens	26191,
PTPN23	protein tyrosine phosphatase, non-receptor type 23	Homo sapiens	25930,
PTPN3	protein tyrosine phosphatase, non-receptor type 3	Homo sapiens	5774,
PTPN4	protein tyrosine phosphatase, non-receptor type 4 (megakaryocyte)	Homo sapiens	5775,
PTPN5	protein tyrosine phosphatase, non-receptor type 5 (striatum-enriched)	Homo sapiens	84867,
PTPN6	protein tyrosine phosphatase, non-receptor type 6	Homo sapiens	5777,
PTPN7	protein tyrosine phosphatase, non-receptor type 7	Homo sapiens	5778,
PTPN9	protein tyrosine phosphatase, non-receptor type 9	Homo sapiens	5780,
PTPRA	protein tyrosine phosphatase, receptor type, A	Homo sapiens	5786,
PTPRB	protein tyrosine phosphatase, receptor type, B	Homo sapiens	5787,
PTPRC	protein tyrosine phosphatase, receptor type, C	Homo sapiens	5788,
PTPRCAP	protein tyrosine phosphatase, receptor type, C-associated protein	Homo sapiens	5790,
PTPRD	protein tyrosine phosphatase, receptor type, D	Homo sapiens	5789,
PTPRE	protein tyrosine phosphatase, receptor type, E	Homo sapiens	5791,
PTPRF	protein tyrosine phosphatase, receptor type, F	Homo sapiens	5792,
PTPRG	protein tyrosine phosphatase, receptor type, G	Homo sapiens	5793,
PTPRH	protein tyrosine phosphatase, receptor type, H	Homo sapiens	5794,
PTPRJ	protein tyrosine phosphatase, receptor type, J	Homo sapiens	5795,
PTPRK	protein tyrosine phosphatase, receptor type, K	Homo sapiens	5796,
PTPRM	protein tyrosine phosphatase, receptor type, M	Homo sapiens	5797,
PTPRN	protein tyrosine phosphatase, receptor type, N	Homo sapiens	5798,
PTPRN2	protein tyrosine phosphatase, receptor type, N polypeptide 2	Homo sapiens	5799,
PTPRO	protein tyrosine phosphatase, receptor type, O	Homo sapiens	5800,
PTPRR	protein tyrosine phosphatase, receptor type, R	Homo sapiens	5801,
PTPRS	protein tyrosine phosphatase, receptor type, S	Homo sapiens	5802,
PTPRT	protein tyrosine phosphatase, receptor type, T	Homo sapiens	11122,
PTPRU	protein tyrosine phosphatase, receptor type, U	Homo sapiens	10076,
PPFIA1	protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 1	Homo sapiens	8500,
PPFIA2	protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 2	Homo sapiens	8499,
PPFIA3	protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 3	Homo sapiens	8541,
PPFIA4	protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 4	Homo sapiens	8497,
PTPRZ1	protein tyrosine phosphatase, receptor-type, Z polypeptide 1	Homo sapiens	5803,
PTPLB	protein tyrosine phosphatase-like (proline instead of catalytic arginine), member b	Homo sapiens	201562,
PTPLAD1	protein tyrosine phosphatase-like A domain containing 1	Homo sapiens	51495,
PCMT1	protein-L-isoaspartate (D-aspartate) O-methyltransferase	Homo sapiens	5110,
POMT1	protein-O-mannosyltransferase 1	Homo sapiens	10585,
POMT2	protein-O-mannosyltransferase 2	Homo sapiens	29954,
PRKRIR	protein-kinase, interferon-inducible double stranded RNA dependent inhibitor, repressor of (P58 repressor)	Homo sapiens	5612,
PRTN3	proteinase 3	Homo sapiens	5657,
PRG2	proteoglycan 2, bone marrow (natural killer cell activator, eosinophil granule major basic protein)	Homo sapiens	5553,
PLP1	proteolipid protein 1	Homo sapiens	5354,
PLP2	proteolipid protein 2 (colonic epithelium-enriched)	Homo sapiens	5355,
PCDH1	protocadherin 1	Homo sapiens	5097,
PCDH17	protocadherin 17	Homo sapiens	27253,
PCDH18	protocadherin 18	Homo sapiens	54510,
CDHR2	protocadherin 24	Homo sapiens	54825,
PCDH7	protocadherin 7	Homo sapiens	5099,
PCDH8	protocadherin 8	Homo sapiens	5100,
PCDHA4	protocadherin alpha 1; protocadherin alpha 4	Homo sapiens	56144,56147,
PCDHA6	protocadherin alpha 8; protocadherin alpha 6	Homo sapiens	56140,56142,
PPOX	protoporphyrinogen oxidase	Homo sapiens	5498,
PRUNE	prune homolog (Drosophila)	Homo sapiens	58497,
PRUNE2	prune homolog 2 (Drosophila)	Homo sapiens	158471,
PSORS1C2	psoriasis susceptibility 1 candidate 2	Homo sapiens	170680,
PCBD1	pterin-4 alpha-carbinolamine dehydratase/dimerization cofactor of hepatocyte nuclear factor 1 alpha	Homo sapiens	5092,
PCBD2	pterin-4 alpha-carbinolamine dehydratase/dimerization cofactor of hepatocyte nuclear factor 1 alpha (TCF1) 2	Homo sapiens	84105,
PUM1	pumilio homolog 1 (Drosophila)	Homo sapiens	9698,
PUM2	pumilio homolog 2 (Drosophila)	Homo sapiens	23369,
PURA	purine-rich element binding protein A	Homo sapiens	5813,
PURB	purine-rich element binding protein B	Homo sapiens	5814,
P2RX1	purinergic receptor P2X, ligand-gated ion channel, 1	Homo sapiens	5023,
P2RX2	purinergic receptor P2X, ligand-gated ion channel, 2	Homo sapiens	22953,
P2RX3	purinergic receptor P2X, ligand-gated ion channel, 3	Homo sapiens	5024,
P2RX4	purinergic receptor P2X, ligand-gated ion channel, 4	Homo sapiens	5025,
P2RX6	purinergic receptor P2X, ligand-gated ion channel, 6	Homo sapiens	9127,
P2RX7	purinergic receptor P2X, ligand-gated ion channel, 7	Homo sapiens	5027,
P2RY1	purinergic receptor P2Y, G-protein coupled, 1	Homo sapiens	5028,
P2RY12	purinergic receptor P2Y, G-protein coupled, 12	Homo sapiens	64805,
P2RY2	purinergic receptor P2Y, G-protein coupled, 2	Homo sapiens	5029,
PYGO1	pygopus homolog 1 (Drosophila)	Homo sapiens	26108,
PYGO2	pygopus homolog 2 (Drosophila)	Homo sapiens	90780,
PYROXD1	pyridine nucleotide-disulphide oxidoreductase domain 1	Homo sapiens	79912,
PDXP	pyridoxal (pyridoxine, vitamin B6) phosphatase	Homo sapiens	57026,
PDXDC1	pyridoxal-dependent decarboxylase domain containing 1	Homo sapiens	23042,
PYDC2	pyrin domain containing 2	Homo sapiens	152138,
PPA1	pyrophosphatase (inorganic) 1	Homo sapiens	5464,
PYCR2	pyrroline-5-carboxylate reductase family, member 2	Homo sapiens	29920,
